id,score
1,0.9999999998430402
2,0.9999999999999998
3,0.9999998309658235
4,0.9999999870596279
5,0.9999999999962932
6,0.999999999891866
7,0.9999999999516198
8,0.9999999994557718
9,0.9983144536032477
10,0.9999965734510481
11,0.999908513664411
12,0.999999999824434
13,0.9999999963958763
14,0.9999999999868163
15,0.9999999997488862
16,0.9999987835631101
17,0.9999999760222525
18,0.9999999999653941
19,0.9999999995572466
20,0.9999999954088676
21,0.9999999870596279
22,0.9999999999962932
23,0.9999999999999998
24,0.9999998309658235
25,0.9999999999516198
26,0.9999999994557718
27,0.9983144536032477
28,0.9999965734510481
29,0.999999999891866
30,0.999999999824434
31,0.9999999963958763
32,0.9999999999868163
33,0.9999999813557016
34,0.9999992131794071
35,0.9999999999999785
36,0.9999999999697968
37,0.9999925232149555
38,0.9999999463621154
39,0.9999999999993625
40,0.9999998528900761
41,0.9999999994403448
42,0.9999999678633572
43,0.9999975506701579
44,0.9999999307877913
45,0.9999999991388244
46,0.9999946036042634
47,0.9999999998527409
48,0.9999999999938121
49,0.9999999480219643
50,0.9999999999993141
51,0.9999999954088676
52,0.9999999426657045
53,0.9999999305832169
54,0.9999999760222525
55,0.9999999999653941
56,0.9999999995572466
57,0.9999998309658235
58,0.9999999870596279
59,0.9999999999962932
60,0.9999999999999998
61,0.9999999999516198
62,0.9999999994557718
63,0.9983144536032477
64,0.9999965734510481
65,0.9999999999938121
66,0.9999999999903346
67,0.9999962069175014
68,0.9999999994557718
69,0.9999999982210144
70,0.9999996686069327
71,0.9968316967149423
72,0.9999999996851283
73,0.9999999994557718
74,0.9999999999869882
75,0.9999934070915465
76,0.9995886746953113
77,0.9999999468468247
78,0.9999999985296926
79,0.9979753908524116
80,0.9999999101917866
81,0.9999999924897792
82,0.9999999999903346
83,0.9999962069175014
84,0.9999999994557718
85,0.9999999982210144
86,0.9999996686069327
87,0.9968316967149423
88,0.9999999996851283
89,0.9999999994557718
90,0.9999999999869882
91,0.9999934070915465
92,0.9995886746953113
93,0.999999970221503
94,0.7188936951668399
95,0.941173495447827
96,0.8405014610401772
97,0.5047546482991654
98,0.4785111454739306
99,0.7188936951668399
100,0.999999970221503
101,0.8405014610401772
102,0.7188936951668399
103,0.5483721181139594
104,0.3743152600629982
105,0.8405014610401772
106,0.7188936951668399
107,0.5483721181139594
108,0.7188936951668399
109,0.7188936951668399
110,0.7144465323703544
111,0.7219430171697672
112,0.5483721181139594
113,0.9999999994557718
114,0.9999999999516198
115,0.9784693445863847
116,0.3743152600629982
117,0.5483721181139594
118,0.8339842810757615
119,0.7188936951668399
120,0.9999999994557718
121,0.999999970221503
122,0.7188936951668399
123,0.7188936951668399
124,0.7188936951668399
125,0.34527875471283087
126,0.6484475588522549
127,0.7188936951668399
128,0.5575283119546705
129,0.5199932228870155
130,0.4097927169089537
131,0.34527875471283087
132,0.34527875471283087
133,0.999999970221503
134,0
135,0.8405014610401772
136,0.7188936951668399
137,0.9994030694958768
138,0.5047546482991654
139,0.8405014610401772
140,0.7188936951668399
141,0.9999999985296926
142,0.8405014610401772
143,0.7188936951668399
144,0.5575283119546705
145,0.8339842810757615
146,0.7188936951668399
147,0.5483721181139594
148,0.8049596917141378
149,0.6574530028492417
150,0.8339842810757615
151,0.5575283119546705
152,0.5199932228870155
153,0.8405014610401772
154,0.6857187030923135
155,0.5483721181139594
156,0.7188936951668399
157,0.704588994972101
158,0.9999999994557718
159,0.9999999994557718
160,0.12497654269410619
161,0.999999970221503
162,0.7188936951668399
163,0.6889721971235371
164,0.34527875471283087
165,0.8405014610401772
166,0.7188936951668399
167,0.7188936951668399
168,0.5483721181139594
169,0.3743152600629982
170,0.7188936951668399
171,0.8405014610401772
172,0.6484475588522549
173,0.7188936951668399
174,0.999999970221503
175,0.5483721181139594
176,0.34527875471283087
177,0.8405014610401772
